Indeks produktu;Nazwa;Cena;Kategoria;Opis;Adresy URL zdjęcia (x,y,z...)
11;ANDREA BOCELLI: One night in Central Park;"
        						26,90 zł        					";Bełchatów Helios;"Czas trwania: 80 min.Od lat: b.o.Produkcja: USA [2011], Premiera: 24.11.2021 (Polska)<br><br>Reżyseria:<br>Westminster Chour College of Rider University, Joe Miller; Music director: Allan Gilbert<br><br>Gatunek: ['Koncert']<br><br>Scenariusz:<br>-<br><br>Obsada:<br>-<br><br>Opis:<br>„One night in Central Park” to koncert w wykonaniu Andrea Bocelliego, który odbył się w sercu Nowego Jorku i zgromadził publiczność liczącą ponad 70 tysięcy osób. Wydarzenie miało wyjątkowy charakter, a wybór miejsca był nieprzypadkowy – miasto wywarło ogromny wpływ na ścieżkę kariery artysty.Już 24 listopada o godzinie 18:00* w kinach Helios emocje związane z koncertem czekają na miłośników najbardziej uwielbianego tenora świata. Po raz pierwszy w historii, podczas jednego występu, Bocelli zaprezentował cały przekrój swojej twórczości, prezentując zarówno popowy jak i klasyczny repertuar. Do udziału w wydarzeniu artysta zaprosił jedną z najstarszych światowych orkiestr - Orkiestrę Filharmonii Nowojorskiej, pod dyrekcją Alana Gilberta, oraz wspaniałych gości, a wśród nich m.in: Celine Dion, Tony Bennett, Bryn Terfel, Chris Botti, David Foster.Dla prawdziwych fanów Andrea mamy wspaniałe wieści: 19 sierpnia 2022 r. artysta wystąpi na Stadionie Narodowym w Warszawie. To będzie jeden z największych koncertów Andrei Bocellego w Polsce. Zachęcamy do wzięcia udziału w wydarzeniu, bilety do kupienia na www.biletserwis.pl.*Wyjątkami są:- kino w Tomaszowie Mazowieckim, gdzie seans odbędzie się 24 listopada o godzinie 17:00,- kino w Radomiu, gdzie seans odbędzie się 1 grudnia o godzinie 18:00.Cennik koncertowy:- Cena ponad 7 dni przed seansem: 25,90 zł- Cena 1-7 dni przed seansem: 29,90 zł- Cena w dniu seansu: 32,90 zł";https://ftmp.helios.pl/Get/file/mvpstr/21826/1635147351
12;AINBO - Strażniczka Amazonii / familijny / od 6 lat / dubbing;"
        						26,90 zł        					";Bełchatów Helios;Czas trwania: 85 min.Od lat: 6Produkcja: Peru/Holandia [2021], Premiera: 15.10.2021 (Polska)<br><br>Reżyseria:<br>Richard Claus, Jose Zelada<br><br>Gatunek: ['Animacja']<br><br>Scenariusz:<br>Richard Claus, Brian Cleveland, Jason Cleveland, Larry Wilson<br><br>Obsada:<br>Marek Hucz, Jan Jurkowski, Lila Sikorska, Aleksandra Kowalicka, Tomasz Borkowski<br><br>Opis:<br>Ainbo dorasta w małej wiosce ukrytej w prastarej części amazońskiej dżungli. Pewnego dnia ze zdumieniem odkrywa, że raj, w którym żyje, jest zagrożony, a jej plemię to bynajmniej nie jedyni ludzie na świecie. Wkrótce Ainbo będzie musiała bronić swego ludu przed chciwością, zniszczeniem i sługami podstępnego władcy ciemności. Kierowana przez ducha  zmarłej mamy, mająca za towarzyszy oswojone zwierzęta – pancernika i tapira-obżartucha, Ainbo zrobi wszystko, żeby uratować swych ludzi i ocalić dziewiczą przyrodę Amazonii. Nieoceniona okaże się szczypta magii, pomoc oddanych przyjaciół oraz wsparcie przedwiecznego żółwia Motelo Mama.;https://ftmp.helios.pl/Get/file/mvpstr/21756/1633609399,https://ftmp.helios.pl/Get/file/mvpic/104897/1633609399,https://ftmp.helios.pl/Get/file/mvpic/104898/1633609399,https://ftmp.helios.pl/Get/file/mvpic/104899/1633609399,https://ftmp.helios.pl/Get/file/mvpic/104900/1633609399,https://ftmp.helios.pl/Get/file/mvpic/104901/1633609399,https://ftmp.helios.pl/Get/file/mvpic/104902/1633609399,https://ftmp.helios.pl/Get/file/mvpic/104903/1633609399
13;ŻUŻEL;"
        						26,90 zł        					";Bełchatów Helios;Czas trwania: 108 min.Od lat: 13Produkcja: Polska [2020], Premiera: 16.07.2021 (Polska)<br><br>Reżyseria:<br>Dorota Kędzierzawska<br><br>Gatunek: ['Dramat']<br><br>Scenariusz:<br>Dorota Kędzierzawska<br><br>Obsada:<br>Paweł Wilczak, Żaneta Łabudzka, Mateusz Kościukiewicz<br><br>Opis:<br>Mistrz motocyklowy Lowa (Tomasz Ziętek) jest obiektem westchnień kobiet i źródłem zazdrości rywali z toru (Mateusz Kościukiewicz). Pogodny, miły dla ludzi, „zwyczajny”, ma frajdę z życia i tego, co robi. Jednak szelmowski uśmiech chłopaka skrywa codzienne zmagania ze strachem, widmem kontuzji i wypadków na żużlowych stadionach. Wszystko komplikuje się jeszcze bardziej, kiedy na drodze Lowy staje śliczna Roma (Jagoda Porębska). Czy zakochany w prędkości i motorach zawodnik, dla którego sport jest nie tylko szaleńczą, młodzieńczą pasją, ale też ucieczką od szarej rzeczywistości, znajdzie w swoim sercu miejsce na prawdziwą miłość?;https://ftmp.helios.pl/Get/file/mvpstr/22203/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105194/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105195/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105196/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105197/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105198/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105199/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105200/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105201/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105202/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105203/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105204/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105205/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105206/1634903163
14;DZIEWCZYNY Z DUBAJU®;"
        						26,90 zł        					";Bełchatów Helios;Czas trwania: 146 min.Od lat: 16Produkcja: Polska [2021], Premiera: 26.11.2021 (Polska)<br><br>Reżyseria:<br>Maria Sadowska<br><br>Gatunek: ['Dramat', 'Biograficzny', 'Kryminał']<br><br>Scenariusz:<br>Mitja Okorn<br><br>Obsada:<br>Paulina Gałązka, Katarzyna Figura, Katarzyna Sawczuk<br><br>Opis:<br>Oparte na prawdziwych wydarzeniach „Dziewczyny z Dubaju®” zdemaskują hipokryzję polskiego show biznesu i ujawnią całą prawdę na temat tzw. „afery dubajskiej”, w którą zamieszane były zarówno celebrytki i modelki, jak również wiele znanych postaci ze świata polityki, biznesu, czy sportu.;https://ftmp.helios.pl/Get/file/mvpstr/21748/1634121191,https://ftmp.helios.pl/Get/file/mvpic/104842/1633523600,https://ftmp.helios.pl/Get/file/mvpic/104843/1633523625,https://ftmp.helios.pl/Get/file/mvpic/104844/1633523680,https://ftmp.helios.pl/Get/file/mvpic/104947/1633627744,https://ftmp.helios.pl/Get/file/mvpic/104948/1633627763,https://ftmp.helios.pl/Get/file/mvpic/104949/1633627782,https://ftmp.helios.pl/Get/file/mvpic/104950/1633627800,https://ftmp.helios.pl/Get/file/mvpic/104951/1633627819,https://ftmp.helios.pl/Get/file/mvpic/104952/1633627851,https://ftmp.helios.pl/Get/file/mvpic/104953/1633627870,https://ftmp.helios.pl/Get/file/mvpic/104954/1633627889,https://ftmp.helios.pl/Get/file/mvpic/104955/1633627905
15;FILMOWE PORANKI: Strażak Sam, cz. 3;"
        						26,90 zł        					";Bełchatów Helios;"-<br><br>Reżyseria:<br>-<br><br>Gatunek: -<br><br>Scenariusz:<br>-<br><br>Obsada:<br>-<br><br>Opis:<br>Zapraszamy na kolejną porcję filmowych niespodzianek w nowej odsłonie - Filmowe Poranki: Strażak Sam, cz. 3. W niedzielę 28 listopada o godzinie 10:30 zaprezentujemy zestaw bajek:Z archiwum ZetNa Dzikim ZachodzieA kto wypuścił kota?Nie pędź tak, DilysPondziaki Normana„Strażak Sam” to pełna humoru i ciepła animacja, której bohaterowie podbijają serca małych widzów na całym świecie Tytułowy bohater, Strażak Sam, razem ze swoimi przyjaciółmi mieszka w urokliwym miasteczku Pontypandy. Codzienne życie toczy się tutaj bardzo spokojnie, jednak czasami zdarzają się różne zaskakujące sytuacje i przygody. Sam nie tylko gasi pożary, ale również pomaga mieszkańcom w rozwiązywaniu ich problemów.Projekcję Filmowych Poranków poprzedzają atrakcje w holach kin oraz konkursy i zabawy na sali kinowej.Uczestnicy Filmowych Poranków!Każdy z Was może wziąć udział w naszej nowej zabawie: Łamigłówki HelioSówki! W ramach Łamigłówek będziemy rozwiązywać zagadki, poznawać ciekawostki i brać udział w ciekawych konkursach. Zadania, które przed nami stoją, wymagają spostrzegawczości, refleksu, sprawności, a przede wszystkim dużo dobrych chęci. Więc do dzieła!Każdy młody uczestnik Filmowych Poranków otrzymuje kartę Łamigłówki HelioSówki, a na każdym spotkaniu będzie zdobywał pieczątki za rozwiązane zagadek i udział w konkursach.  Za 8 zdobytych pieczątek czeka na Was wyjątkowa odznaka HelioSówki – potwierdzająca zdobyte umiejętności! Baw się z nami i zdobądź brązową, srebrną i złotą odznakę HelioSówki!Cykl Filmowych Poranków w Kinie Helios odbywa się w co drugą niedzielę miesiąca we wszystkich kinach ogólnopolskiej sieci kin Helios, zawsze o godzinie 10:30. Przeznaczony jest dla dzieci w wieku od 3 lat w towarzystwie opiekunów. Każde spotkanie rozpoczynają kilkunastominutowe konkursy z atrakcyjnymi nagrodami.Scenariusz wydarzenia:zabawy i konkursy z animatorem [10-15 min]projekcja - zestaw bajek lub film [50-60 min]Specyfika seansu filmowego:dźwięk ściszony w stosunku do standardowej głośnościpozostawione na cały seans przyciemnione światła na sali [półmrok]Po seansie każdy uczestnik otrzyma ""balonowy"" upominek.Zapraszamy również na kolejne Filmowe Poranki w dniu 19 grudnia o godzinie 10:30! Tym razem zaprezentujemy zestaw filmów „Filmowe Poranki: 44 Koty, cz. 9.Więcej aktualności, konkursów i relacji fotograficznych dostępnych jest na profilu FB Helios Dla Dzieci.";https://ftmp.helios.pl/Get/file/mvpstr/22400/1637060069
16;MIKOŁAJKOWY MARATON GROZY;"
        						26,90 zł        					";Bełchatów Helios;"-<br><br>Reżyseria:<br>-<br><br>Gatunek: -<br><br>Scenariusz:<br>-<br><br>Obsada:<br>-<br><br>Opis:<br>Dla wszystkich fanów grozy udział w tym maratonie będzie idealnym prezentem mikołajkowym. Na 3 grudnia, przygotowaliśmy zestaw czterech filmów, po których nikt nie pozostanie obojętnym. Na początek dwie przedpremiery, “KALENDARZ ADWENTOWY” oraz “SYN”. Następnie polowanie na czarownice w filmie “KLĄTWA MŁODOŚCI”. Na koniec niezwykle klimatyczne “NOCNE ISTOTY”. Mroczne legendy, nawiedzone domy, przerażające tajemnice, opętania – to wszystko tylko na Mikołajkowym Maratonie Grozy w Kinie Helios!Pewne jest, że taka dawka grozy jeszcze długo po powrocie do domu nie pozwoli Wam zasnąć. Czy jesteście na to gotowi?Start: 03.12.2021, godz. 23:00Zagramy: KALENDARZ ADWENTOWY (PRZEDPREMIERA)SYN (PRZEDPREMIERA)KLĄTWA MŁODOŚCINOCNE ISTOTYStosując się do wytycznych Głównego Inspektora Sanitarnego, jesteśmy zmuszeni zawiesić akcję Nocnych Maratonów Filmowych ""Dolewka Pepsi gratis"" aż do odwołania.Uwaga! Kina nie prowadzą rezerwacji telefonicznej i internetowej. Zapraszamy do zakupu biletów również w kasach kin. Regulamin NMF - pobierzZgoda opiekuna prawnego na udział osoby poniżej 15 lat w NMF - pobierz";https://ftmp.helios.pl/Get/file/mvpstr/22458/1637150372
17;KOMEDIANCI-DEBIUTANCI / napisy;"
        						26,90 zł        					";Białystok Helios Alfa;"Czas trwania: 105 min.Od lat: 16Produkcja: Francja [2020], Premiera: 08.10.2021 (Polska)<br><br>Reżyseria:<br>Emmanuel Courcol<br><br>Gatunek: ['Komedia', 'Dramat']<br><br>Scenariusz:<br>Emmanuel Courcol, Thierry de Carbonnières<br><br>Obsada:<br>Kad Merad, David Ayala, Lamine Cissokho<br><br>Opis:<br>Zagraliby w stand-upie lub komedii. Etienne, aktor prowadzący warsztat teatralny w więzieniu, proponuję wystawić słynną sztukę Samuela Becketta ""Czekając na Godota"". Początkowo niechętna grupa kilku skazanych, z czasem angażuje się w próby poważnego przedsięwzięcia. Jest jednocześnie głośno, wesoło i filozoficznie. Wspólne wycieczki poza areszt zbliżają mężczyzn. Między reżyserem i aktorami rodzi się specyficzna więź. Jej zwieńczenie nastąpi podczas premiery w Paryżu.";https://ftmp.helios.pl/Get/file/mvpstr/21835/1634033330,https://ftmp.helios.pl/Get/file/mvpic/105056/1634033815,https://ftmp.helios.pl/Get/file/mvpic/105057/1634033849,https://ftmp.helios.pl/Get/file/mvpic/105058/1634033859,https://ftmp.helios.pl/Get/file/mvpic/105059/1634033878,https://ftmp.helios.pl/Get/file/mvpic/105060/1634033900
18;BO WE MNIE JEST SEKS;"
        						26,90 zł        					";Białystok Helios Alfa;Czas trwania: 105 min.Od lat: 15Produkcja: Polska [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Katarzyna Klimkiewicz<br><br>Gatunek: ['Biograficzny']<br><br>Scenariusz:<br>Patrycja Mnich, Katarzyna Klimkiewicz<br><br>Obsada:<br>Maria Dębska, Krzysztof Zalewski, Leszek Lichota<br><br>Opis:<br>Rok 1962, Kalina Jędrusik ma łatkę skandalistki. Z mężem Stanisławem Dygatem prowadzą otwarty dom. Ich częstymi gośćmi są Jeremi Przybora, Tadeusz Konwicki, Kazimierz Kutz, Barbara Krafftówna oraz Lucek, młody kochanek Kaliny. Artystka na scenie gorszy kobiety, oczarowuje mężczyzn. Tymczasem jej nowy przełożony pragnie gorącego romansu. Wykorzystując władzę, stawką za odrzucenie czyni jej karierę. Czy uda mu się złamać kobietę, która uwielbia niezależność, ale nie potrafi żyć bez występów?;https://ftmp.helios.pl/Get/file/mvpstr/20804/1629816565,https://ftmp.helios.pl/Get/file/mvpic/102905/1625674077,https://ftmp.helios.pl/Get/file/mvpic/102906/1625674088,https://ftmp.helios.pl/Get/file/mvpic/103893/1629816485,https://ftmp.helios.pl/Get/file/mvpic/103894/1629816501,https://ftmp.helios.pl/Get/file/mvpic/103895/1629816516,https://ftmp.helios.pl/Get/file/mvpic/103896/1629816537
19;POGROMCY DUCHÓW. Dziedzictwo / dubbing;"
        						26,90 zł        					";Białystok Helios Alfa;Czas trwania: 117 min.Od lat: 13Produkcja: Kanada/USA [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Jason Reitman<br><br>Gatunek: ['Komedia', 'Akcja']<br><br>Scenariusz:<br>Gil Kenan, Jason Reitman<br><br>Obsada:<br>Mckenna Grace, Carrie Coon, Finn Wolfhard<br><br>Opis:<br>Film w reżyserii Jasona Reitmana, wyprodukowany przez  Ivana Reitmana. Kolejny rozdział oryginalnego uniwersum Ghostbusters. Samotna matka i jej dwoje dzieci przybywają do małego miasteczka, gdzie odkrywają tajemnicze połączenie z oryginalnymi pogromcami duchów oraz sekretny spadek, który pozostawił im dziadek.;https://ftmp.helios.pl/Get/file/mvpstr/22388/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105810/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105811/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105812/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105813/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105814/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105815/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105816/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105817/1636461143
20;POGROMCY DUCHÓW. Dziedzictwo / napisy;"
        						26,90 zł        					";Białystok Helios Alfa;Czas trwania: 117 min.Od lat: 13Produkcja: Kanada/USA [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Jason Reitman<br><br>Gatunek: ['Komedia', 'Akcja']<br><br>Scenariusz:<br>Gil Kenan, Jason Reitman<br><br>Obsada:<br>Mckenna Grace, Carrie Coon, Finn Wolfhard<br><br>Opis:<br>Film w reżyserii Jasona Reitmana, wyprodukowany przez  Ivana Reitmana. Kolejny rozdział oryginalnego uniwersum Ghostbusters. Samotna matka i jej dwoje dzieci przybywają do małego miasteczka, gdzie odkrywają tajemnicze połączenie z oryginalnymi pogromcami duchów oraz sekretny spadek, który pozostawił im dziadek.;https://ftmp.helios.pl/Get/file/mvpstr/20805/1634286987,https://ftmp.helios.pl/Get/file/mvpic/102907/1625675341,https://ftmp.helios.pl/Get/file/mvpic/102908/1635760984,https://ftmp.helios.pl/Get/file/mvpic/102909/1635761015,https://ftmp.helios.pl/Get/file/mvpic/102910/1625675404,https://ftmp.helios.pl/Get/file/mvpic/102911/1636119976,https://ftmp.helios.pl/Get/file/mvpic/102912/1625675536,https://ftmp.helios.pl/Get/file/mvpic/105523/1635761165,https://ftmp.helios.pl/Get/file/mvpic/105732/1636120083
21;WILK, LEW i JA / familijny / od 7 lat / dubbing;"
        						26,90 zł        					";Białystok Helios Alfa;Czas trwania: 99 min.Od lat: 7Produkcja: Francja [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Gilles de Maistre<br><br>Gatunek: ['Familijny']<br><br>Scenariusz:<br>Gilles de Maistre<br><br>Obsada:<br>Graham Greene, Mylene Dinh-Robic, Charlie Carrick<br><br>Opis:<br>Alma postanawia wrócić do krainy swojego dzieciństwa – jest to otoczony pięknym lasem stary dom położony na malowniczej wyspie pośrodku jeziora w dzikich ostępach Kanady. Kiedy była mała, wychowywała się tu ze swoim dziadkiem, który uczył ją o przyrodzie i życiu w zgodzie z naturą. Wkrótce dziewczyna natrafia na dwójkę niezwykłych nieznajomych – małego wilczka i urocze lwiątko. Pierwszy ze zwierzaków to szczeniak zaprzyjaźnionej z dziadkiem Almy wilczycy, a drugi to cudem uratowane z katastrofy lotniczej zwierzątko przeznaczone na cyrkową arenę. Stworzenia stają się nierozłączne i zachowują jak rodzeństwo. Alma zabiera je do domu i zostaje ich opiekunką, patrząc jak z każdym dniem się oswajają i coraz lepiej sobie radzą z otaczającym światem. Okazuje się jednak, że zwierzaki są poszukiwane i na trop Almy wpadają leśni strażnicy. Czy dziewczyna będzie mogła liczyć na pomoc swoich najbliższych? Czu uda się ocalić niezwykłą przyjaźń i nie dopuścić do rozłąki troskliwej opiekunki i jej podopiecznych? To początek największej przygody ich życia!;https://ftmp.helios.pl/Get/file/mvpstr/22142/1635165470,https://ftmp.helios.pl/Get/file/mvpic/105140/1634551584,https://ftmp.helios.pl/Get/file/mvpic/105141/1634551615,https://ftmp.helios.pl/Get/file/mvpic/105142/1634551628,https://ftmp.helios.pl/Get/file/mvpic/105143/1634551650,https://ftmp.helios.pl/Get/file/mvpic/105144/1634551714,https://ftmp.helios.pl/Get/file/mvpic/105145/1634551729,https://ftmp.helios.pl/Get/file/mvpic/105146/1634551745,https://ftmp.helios.pl/Get/file/mvpic/105147/1634551969
22;GWIAZDKA KLARY MUU / familijny / b.o. / dubbing;"
        						26,90 zł        					";Białystok Helios Alfa;Czas trwania: 68 min.Od lat: b.o.Produkcja: Norwegia [2020], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Will Ashurst<br><br>Gatunek: ['Animacja', 'Przygodowy']<br><br>Scenariusz:<br>Ole Christian Solbakken<br><br>Obsada:<br>-<br><br>Opis:<br>Niezwykle podekscytowana Klara po raz pierwszy spędzi Gwiazdkę ze swoim tatą na Krowim Wzgórzu. Kiedy przybywa na farmę, okazuje się, że kompletnie nic nie jest jeszcze gotowe! Przed domem brakuje choinki, a bombki i lampki kurzą się w kartonach. Do tego pech sprawia, że tata Klary zostaje pilnie wezwany do odśnieżania domu sąsiadki, a odcięta droga uniemożliwia mu powrót. Co pocznie Klara? Do Świąt zostało już tak niewiele czasu! Może z pomocą zuchwałego bożonarodzeniowego skrzata uda się stworzyć na Krowim Wzgórzu świąteczną atmosferę?„Gwiazdka Klary Muu” to świąteczna kontynuacja uwielbianej animacji „Klara Muu!”. Mała krówka z pomocą przyjaciół zrozumie, że Święta to przecież nie tylko prezenty, ważniejsze od pozorów i dekoracji jest po prostu bycie razem.;https://ftmp.helios.pl/Get/file/mvpstr/21340/1635165167,https://ftmp.helios.pl/Get/file/mvpic/103797/1629465752,https://ftmp.helios.pl/Get/file/mvpic/103798/1629465766,https://ftmp.helios.pl/Get/file/mvpic/103799/1629465785,https://ftmp.helios.pl/Get/file/mvpic/103800/1629465806,https://ftmp.helios.pl/Get/file/mvpic/105715/1636119660,https://ftmp.helios.pl/Get/file/mvpic/105716/1636119669
23;KURIER FRANCUSKI Z LIBERTY, KANSAS EVENING SUN / napisy;"
        						26,90 zł        					";Białystok Helios Alfa;"Czas trwania: 108 min.Od lat: 15Produkcja: Niemcy/USA [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Wes Anderson<br><br>Gatunek: ['Komedia', 'Romans']<br><br>Scenariusz:<br>Wes Anderson<br><br>Obsada:<br>Elisabeth Moss, Timothee Chalamet, Saoirse Ronan<br><br>Opis:<br>Film jest opisywany jako list miłosny do dziennikarzy umieszczony w placówce amerykańskiej gazety w fikcyjnym XX-wiecznym francuskim mieście, w którym powstaje zbiór opowiadań opublikowanych w tytułowym magazynie ""The French Dispatch"".";https://ftmp.helios.pl/Get/file/mvpstr/21359/1633518314,https://ftmp.helios.pl/Get/file/mvpic/103923/1629832146,https://ftmp.helios.pl/Get/file/mvpic/103924/1629832161,https://ftmp.helios.pl/Get/file/mvpic/103925/1629832394,https://ftmp.helios.pl/Get/file/mvpic/103926/1629832204,https://ftmp.helios.pl/Get/file/mvpic/103927/1629832217,https://ftmp.helios.pl/Get/file/mvpic/103928/1629832232,https://ftmp.helios.pl/Get/file/mvpic/103929/1629832257,https://ftmp.helios.pl/Get/file/mvpic/103930/1629832278,https://ftmp.helios.pl/Get/file/mvpic/103931/1629832371,https://ftmp.helios.pl/Get/file/mvpic/103932/1629832467
24;PITBULL;"
        						26,90 zł        					";Białystok Helios Alfa;Czas trwania: 112 min.Od lat: 15Produkcja: Polska [2021], Premiera: 11.11.2021 (Polska)<br><br>Reżyseria:<br>Patryk Vega<br><br>Gatunek: ['Akcja', 'Kryminał']<br><br>Scenariusz:<br>Patryk Vega<br><br>Obsada:<br>Przemysław Bluszcz, Andrzej Grabowski, Tomasz Dedek, Marta Malikowska<br><br>Opis:<br>Kiedy podłożony na stacji paliw ładunek wybuchowy zabija policyjnego sapera, komendant główny policji przydziela do sprawy Gebelsa z wydziału ds. zabójstw. Śledztwo prowadzi go na trop przestępcy ze zbrojnego ramienia  grupy Pershinga - konstruktora bomb i porywacza, stojącego za dziesiątkami zamachów w Polsce i ponad setką porwań w całym kraju.  Konfrontacja bandyty i psa przeradza się w regularną wojnę. Od tych wydarzeń mijają lata. Znany z serialu syn Gebelsa, Jarek, który jest studentem informatyki na politechnice, wraz z kolegami znajduje ryzykowny sposób na szybki zarobek i przy wykorzystaniu wiedzy zaczyna dokonywać włamań do willi bogatych ludzi. Pech chce, że którejś nocy wybiera niewłaściwy dom, a Gebels staje przed sytuacją bez wyjścia, w której musi wsadzić własne dziecko do więzienia. Może być policjantem, który aresztuje przestępcę. Albo ojcem, który uratuje dziecko.;https://ftmp.helios.pl/Get/file/mvpstr/21358/1634808864,https://ftmp.helios.pl/Get/file/mvpic/105514/1635760547,https://ftmp.helios.pl/Get/file/mvpic/105515/1635760554,https://ftmp.helios.pl/Get/file/mvpic/105516/1635760561,https://ftmp.helios.pl/Get/file/mvpic/105517/1635760569,https://ftmp.helios.pl/Get/file/mvpic/105518/1635760575,https://ftmp.helios.pl/Get/file/mvpic/105519/1635760583,https://ftmp.helios.pl/Get/file/mvpic/105520/1635760609,https://ftmp.helios.pl/Get/file/mvpic/105521/1635760772
25;PSZCZÓŁKA MAJA: Mały wielki skarb / familijny / b.o. / dubbing;"
        						26,90 zł        					";Białystok Helios Alfa;Czas trwania: 88 min.Od lat: b.o.Produkcja: Niemcy/Australia [2021], Premiera: 11.11.2021 (Polska)<br><br>Reżyseria:<br>Noel Cleary<br><br>Gatunek: ['Animacja']<br><br>Scenariusz:<br>Adrian Bickenbach, Fin Edquist<br><br>Obsada:<br>-<br><br>Opis:<br>Wiosna nie zdążyła się jeszcze na dobre rozpocząć, a Maja i Gucio już wyruszają z ula w poszukiwaniu przygody. Napotkany na łące tajemniczy wędrowiec powierza im opiekę nad magiczną złotą pestką, którą mają dostarczyć do pałacu na Sekretnym Wzgórzu. W tak niebezpieczną misję najlepiej zabrać zaufanych kompanów. Maja i Gucio proszą więc o pomoc nieustraszonych mrówczych wojowników Zenka i Gienka. Dzielna drużyna rusza w drogę, nie mając pojęcia, że ich tropem podąża cały wachlarz typów spod ciemnej gwiazdy: chciwi łowcy nagród, tajni wysłannicy obcych łąk i zwykłe skrzydlate opryszki. Na dodatek wkrótce okaże się, że pestka tak naprawdę jest jajkiem, z którego wykluje się mała sympatyczna, ale nieco nieogarnięta mrówka.;https://ftmp.helios.pl/Get/file/mvpstr/21327/1629451000,https://ftmp.helios.pl/Get/file/mvpic/103689/1629451081,https://ftmp.helios.pl/Get/file/mvpic/103690/1629451090,https://ftmp.helios.pl/Get/file/mvpic/103691/1629451100,https://ftmp.helios.pl/Get/file/mvpic/103692/1629451259,https://ftmp.helios.pl/Get/file/mvpic/103693/1629451292,https://ftmp.helios.pl/Get/file/mvpic/103694/1629451329,https://ftmp.helios.pl/Get/file/mvpic/103695/1629451368,https://ftmp.helios.pl/Get/file/mvpic/103696/1629451399,https://ftmp.helios.pl/Get/file/mvpic/103697/1629451435,https://ftmp.helios.pl/Get/file/mvpic/103698/1629451483,https://ftmp.helios.pl/Get/file/mvpic/103699/1629451527
26;ETERNALS / napisy;"
        						26,90 zł        					";Białystok Helios Alfa;Czas trwania: 155 min.Od lat: 13Produkcja: USA [2021], Premiera: 05.11.2021 (Polska)<br><br>Reżyseria:<br>Chloe Zhao<br><br>Gatunek: ['Akcja']<br><br>Scenariusz:<br>Matthew K. Firpo, Ryan Firpo, Chloe Zhao<br><br>Obsada:<br>Angelina Jolie, Richard Madden, Salma Hayek<br><br>Opis:<br>Film Marvel Studios “Eternals” wprowadza do Kinowego Uniwersum Marvela nową, fascynującą drużynę superbohaterów. Grupa nieśmiertelnych wojowników, działających w cieniu od tysięcy lat, musi się ujawnić, by stawić czoło odwiecznym wrogom ludzkości, Dewiantom.;https://ftmp.helios.pl/Get/file/mvpstr/20803/1634541043,https://ftmp.helios.pl/Get/file/mvpic/102899/1635759049,https://ftmp.helios.pl/Get/file/mvpic/102900/1635758922,https://ftmp.helios.pl/Get/file/mvpic/102901/1625673463,https://ftmp.helios.pl/Get/file/mvpic/102902/1625673501,https://ftmp.helios.pl/Get/file/mvpic/102903/1635759026,https://ftmp.helios.pl/Get/file/mvpic/102904/1635759067,https://ftmp.helios.pl/Get/file/mvpic/103897/1635759083,https://ftmp.helios.pl/Get/file/mvpic/103898/1635759212,https://ftmp.helios.pl/Get/file/mvpic/105441/1635759368,https://ftmp.helios.pl/Get/file/mvpic/105442/1635759380
